"Site Id:";"Jupyter Notebook Generated Test Data -- ";

"Record Time";"L1";"L2";"L3";"L12";"L23";"L31";"I1";"I2";"I3";"In";" Freq.";"V-avr";"U-avr";"I-avr";"P";"Q";"S";" PF ";" dI1";" dI2";" dI3";" dIo";" dkW";" dkVAr";"THD L1";"THD L2";"THD L3";"THD L12";"THD L23";"THD L31";"THD I1";"THD I2";"THD I3";"THD In";" P1";" P2";" P3";" Q1";" Q2";" Q3";" kWh_Im";" kWh_Ex";" kVArh-C";" kVArh-I";
"00:10:33";"     130.0 V ";"     129.7 V ";"     129.1 V ";"     224.7 V ";"     224.4 V ";"     224.5 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.98 Hz ";"     129.6 V ";"     224.5 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.6   ";"       3.8   ";"       2.3   ";"       3.3   ";"       2.8   ";"       2.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:11:41";"     127.6 V ";"     127.3 V ";"     126.7 V ";"     220.6 V ";"     220.2 V ";"     220.4 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.02 Hz ";"     127.2 V ";"     220.4 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.5   ";"       3.5   ";"       2.1   ";"       3.2   ";"       2.9   ";"       1.8   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:12:48";"     128.1 V ";"     127.5 V ";"     127.2 V ";"     221.1 V ";"     220.7 V ";"     221.3 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.97 Hz ";"     127.6 V ";"     221.0 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.4   ";"       3.7   ";"       2.4   ";"       3.1   ";"       2.9   ";"       2.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:13:57";"     128.5 V ";"     127.9 V ";"     127.5 V ";"     221.9 V ";"     221.4 V ";"     221.8 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.01 Hz ";"     127.9 V ";"     221.7 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.4   ";"       3.3   ";"       2.0   ";"       3.1   ";"       2.8   ";"       1.9   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:15:04";"     128.6 V ";"     128.2 V ";"     127.7 V ";"     222.2 V ";"     221.8 V ";"     222.0 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.99 Hz ";"     128.1 V ";"     222.0 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.6   ";"       3.5   ";"       2.1   ";"       3.1   ";"       2.9   ";"       1.8   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:16:11";"     128.7 V ";"     128.2 V ";"     127.6 V ";"     222.3 V ";"     221.7 V ";"     222.1 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.98 Hz ";"     128.1 V ";"     222.0 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.9   ";"       3.6   ";"       2.1   ";"       3.2   ";"       2.8   ";"       2.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:17:19";"     128.8 V ";"     128.4 V ";"     127.8 V ";"     222.6 V ";"     222.0 V ";"     222.3 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.99 Hz ";"     128.3 V ";"     222.3 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       3.0   ";"       3.7   ";"       2.2   ";"       3.4   ";"       3.1   ";"       2.1   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:18:27";"     126.7 V ";"     126.3 V ";"     125.0 V ";"     219.1 V ";"     217.9 V ";"     217.8 V ";"       0.0 A ";"       2.8 A ";"       0.0 A ";"       2.2 A ";"     59.98 Hz ";"     126.0 V ";"     218.2 V ";"       0.9 A ";"       0.3 kW ";"       0.0 kVAr ";"       0.3 kVA ";"     1.000   ";"      25.0 A ";"      16.1 A ";"      15.0 A ";"      18.5 A ";"      12.8 kW ";"       1.8 kVAr ";"       2.3   ";"       2.3   ";"       3.8   ";"       1.8   ";"       3.1   ";"       3.1   ";"       0.0   ";"       8.1   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.3 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"      1025 kWh ";"         0 kWh ";"       139 kVArh ";"       302 kVArh ";
"00:19:34";"     129.0 V ";"     128.7 V ";"     128.0 V ";"     223.1 V ";"     222.5 V ";"     222.7 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.95 Hz ";"     128.5 V ";"     222.7 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       3.0   ";"       3.7   ";"       2.2   ";"       2.9   ";"       2.8   ";"       1.8   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:20:42";"     128.1 V ";"     127.9 V ";"     126.5 V ";"     221.8 V ";"     220.6 V ";"     220.2 V ";"       2.5 A ";"       2.8 A ";"       0.0 A ";"       2.6 A ";"     60.01 Hz ";"     127.5 V ";"     220.8 V ";"       1.7 A ";"       0.6 kW ";"       0.1 kVAr ";"       0.6 kVA ";"     0.909   ";"      24.6 A ";"      15.9 A ";"      14.6 A ";"      18.0 A ";"      12.7 kW ";"       1.6 kVAr ";"       2.7   ";"       2.1   ";"       3.7   ";"       2.0   ";"       3.0   ";"       3.2   ";"       0.0   ";"       7.9   ";"       0.0   ";"       0.0   ";"       0.2 kW ";"       0.3 kW ";"       0.0 kW ";"       0.1 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       953 kWh ";"         0 kWh ";"       123 kVArh ";"       293 kVArh ";
"00:21:51";"     127.8 V ";"     127.4 V ";"     126.8 V ";"     220.9 V ";"     220.2 V ";"     220.7 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.97 Hz ";"     127.3 V ";"     220.6 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.5   ";"       3.7   ";"       2.0   ";"       3.1   ";"       2.9   ";"       1.9   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:22:59";"     128.0 V ";"     127.5 V ";"     127.0 V ";"     221.1 V ";"     220.7 V ";"     221.0 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.00 Hz ";"     127.5 V ";"     220.9 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.4   ";"       3.3   ";"       2.0   ";"       3.1   ";"       2.9   ";"       1.7   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:24:06";"     127.2 V ";"     127.0 V ";"     126.5 V ";"     220.2 V ";"     219.5 V ";"     219.6 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.02 Hz ";"     126.9 V ";"     219.7 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.6   ";"       2.1   ";"       3.5   ";"       1.8   ";"       2.9   ";"       3.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       713 kWh ";"         0 kWh ";"       104 kVArh ";"       192 kVArh ";
"00:25:14";"     128.6 V ";"     129.5 V ";"     127.8 V ";"     223.2 V ";"     223.9 V ";"     221.4 V ";"       3.2 A ";"       7.1 A ";"       4.9 A ";"       6.8 A ";"     59.99 Hz ";"     128.6 V ";"     222.8 V ";"       5.0 A ";"       1.2 kW ";"      -1.4 kVAr ";"       1.9 kVA ";"    -0.668   ";"      42.5 A ";"      57.0 A ";"      44.5 A ";"      47.7 A ";"      35.6 kW ";"       5.7 kVAr ";"       2.6   ";"       2.0   ";"       3.4   ";"       2.0   ";"       2.7   ";"       3.2   ";"      62.7   ";"      35.2   ";"      69.6   ";"       0.0   ";"       0.2 kW ";"       0.6 kW ";"       0.4 kW ";"      -0.3 kVAr ";"      -0.6 kVAr ";"      -0.4 kVAr ";"       223 kWh ";"         0 kWh ";"        45 kVArh ";"        29 kVArh ";
"00:26:21";"     128.7 V ";"     128.2 V ";"     127.7 V ";"     222.4 V ";"     221.7 V ";"     222.1 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.00 Hz ";"     128.2 V ";"     222.0 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.6   ";"       3.5   ";"       2.2   ";"       3.3   ";"       3.1   ";"       2.1   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:27:29";"     127.6 V ";"     127.3 V ";"     126.7 V ";"     220.5 V ";"     220.1 V ";"     220.4 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.01 Hz ";"     127.2 V ";"     220.3 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.7   ";"       3.6   ";"       2.2   ";"       3.3   ";"       3.0   ";"       2.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:28:36";"     128.2 V ";"     127.9 V ";"     127.3 V ";"     221.6 V ";"     221.1 V ";"     221.4 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.00 Hz ";"     127.8 V ";"     221.3 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.7   ";"       3.6   ";"       2.1   ";"       3.3   ";"       2.9   ";"       1.9   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:29:44";"     128.3 V ";"     127.7 V ";"     127.3 V ";"     221.5 V ";"     220.9 V ";"     221.5 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.00 Hz ";"     127.7 V ";"     221.3 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       3.0   ";"       3.8   ";"       2.4   ";"       3.6   ";"       3.2   ";"       2.3   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:30:52";"     127.7 V ";"     127.4 V ";"     126.8 V ";"     220.8 V ";"     220.4 V ";"     220.4 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.00 Hz ";"     127.3 V ";"     220.5 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.5   ";"       3.3   ";"       2.1   ";"       3.1   ";"       2.9   ";"       1.8   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:31:59";"     126.8 V ";"     126.4 V ";"     125.7 V ";"     219.1 V ";"     218.4 V ";"     218.8 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.97 Hz ";"     126.3 V ";"     218.7 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.8   ";"       3.7   ";"       2.6   ";"       3.2   ";"       2.9   ";"       2.1   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:33:07";"     126.6 V ";"     126.3 V ";"     125.8 V ";"     218.8 V ";"     218.4 V ";"     218.7 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.00 Hz ";"     126.2 V ";"     218.6 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.5   ";"       3.3   ";"       2.1   ";"       3.2   ";"       2.9   ";"       1.8   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:34:15";"     128.1 V ";"     127.5 V ";"     127.0 V ";"     221.2 V ";"     220.5 V ";"     221.1 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     60.01 Hz ";"     127.5 V ";"     220.9 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       2.4   ";"       3.3   ";"       2.0   ";"       3.1   ";"       2.7   ";"       1.7   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
"00:35:21";"     129.2 V ";"     128.6 V ";"     128.1 V ";"     223.2 V ";"     222.4 V ";"     223.0 V ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"     59.97 Hz ";"     128.6 V ";"     222.8 V ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVA ";"     0.000   ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 A ";"       0.0 kW ";"       0.0 kVAr ";"       3.1   ";"       3.9   ";"       2.6   ";"       3.2   ";"       3.0   ";"       1.9   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0   ";"       0.0 kW ";"       0.0 kW ";"       0.0 kW ";"       0.0 kVAr ";"       0.0 kVAr ";"       0.0 kVAr ";"       190 kWh ";"         0 kWh ";"        30 kVArh ";"        28 kVArh ";
